,Date,Season,Vụ nuôi,module_name,ao,Loại ao,Giai đoạn,Công nghệ nuôi,area,Giống tôm,Ngày thả,Tuổi tôm,Time,Mực nước,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Nitrat,Amoni,Nitrit,Oxy bão hòa,Phosphate (PO43-),Silica,Column1,Size Tôm,Con/Kg,Cường độ sáng,Canxi,Kali,Magie,Thế oxy hóa khử,Tỷ trọng,hoachat_aminox_aqua,hoachat_aqua_c,hoachat_biosol,hoachat_chế_phẩm_vi_sinh__em,hoachat_chế_phẩm_vi_sinh_em,hoachat_doromit,hoachat_genplus,hoachat_kali_belarus,hoachat_kali_canada,hoachat_magie_clorua,hoachat_magnesium_chloride,hoachat_mật_rỉ_đường,hoachat_natri_bicarbonate,hoachat_organic,hoachat_sago_hepasol,hoachat_sodium_bicarbonate,hoachat_toppodine,hoachat_toppond,hoachat_vemevit,hoachat_vi_sinh_hiếu_khí,hoachat_vitapro,hoachat_vôi_nóng,loai_ao,sheet,thucan_beo,thucan_lysine,thucan_protein_tho,thucan_xo_tho,Áp suất thành phần Oxy,Điện trở suất,Điện áp ngoài,Độ dẫn riêng,Độ dẫn thực,Time.1
109,10/9/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,28.0,40.0,14.0,80.0,29.16345406,7.985853672,22.68380165,23.00839615,63.6,6.377297401,198.0,25.1,139.0,4500.0,1.9,6.2,0.021,94.24969482,1.77,3.2,,,,25481.0,,,,95.25146484,1.012797594,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,0.75,0.225,5.0,0.5,144.0480652,26.16950607,17.20100021,35397.53125,38212.41406,10/9/2022 21:00
110,10/10/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,29.0,41.0,8.0,80.0,26.91230202,7.82681036,21.73081398,22.14889717,36.3,6.270577431,190.0,35.5,136.0,4000.0,0.0,5.8,0.001,88.75228119,1.35,3.75,,,,12580.0,,,,96.83218384,1.012787104,0,0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0.23,0.0,0,0,0,0.0,0.03,0,0.0,0,0.0,,A15N12,0.84,0.252,5.6,0.56,136.338623,28.31271172,17.19199944,34075.22656,35319.82422,10/10/2022 15:00
111,10/10/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,29.0,41.0,14.0,80.0,28.75650215,7.97223711,21.74886513,22.15235329,73.0,6.264930248,203.0,29.1,140.0,4500.0,2.6,6.6,0.02,91.48884583,1.63,3.2,,,,20841.0,,,,83.05397034,1.0122298,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,0.84,0.252,5.6,0.56,139.963623,27.37791061,17.18300056,34080.54297,36525.79688,10/10/2022 21:00
112,10/11/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,30.0,42.0,8.0,80.0,27.73605156,7.912363052,21.12357903,21.58186913,52.0,6.332021713,230.0,18.0,148.0,4500.0,0.1,6.32,0.008,90.57897186,1.55,2.95,,,,6358.0,,,,106.7432404,1.012081742,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.02,0.0,0,0,0,0.0,0.03,0,0.07,0,0.0,,A15N12,0.84,0.238,5.46,0.56,138.8953857,28.62212181,17.20100021,33202.875,34938.01172,10/11/2022 15:00
113,10/11/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,30.0,42.0,14.0,80.0,28.90793228,7.917806149,21.32226753,21.75828552,47.4,6.156422138,223.0,17.0,148.0,4500.0,1.8,6.08,0.021,89.91913605,1.61,3.2,,,,8966.0,,,,106.6812592,1.011863589,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,0.84,0.245,5.53,0.56,137.5131378,27.79873848,17.19199944,33474.28516,35972.85547,10/11/2022 21:00
114,10/12/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,31.0,43.0,8.0,80.0,27.41944885,7.81383276,19.41839027,19.99902153,44.9,6.324293137,215.0,20.6,149.0,4500.0,0.0,6.92,0.007,89.12919617,1.71,2.65,,,,12599.0,,,,103.8440704,1.010904431,0,0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0.23,0.0,0,0,0,0.0,0.03,0,0.0,0,0.0,,A15N12,0.96,0.28,6.32,0.64,136.7677917,31.06598282,17.19199944,30767.72656,32189.54883,10/12/2022 15:00
115,10/12/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,31.0,43.0,14.0,80.0,28.30817223,7.900268555,18.92918968,19.53640556,61.1,6.074562073,233.0,32.0,151.0,4500.0,1.0,6.92,0.024,86.67545319,1.79,2.35,,,,18744.0,,,,93.21775818,1.010266781,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,0.96,0.28,6.32,0.64,132.7379608,31.29388046,17.20999908,30056.00781,31955.12891,10/12/2022 21:00
116,10/13/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,32.0,44.0,8.0,70.0,27.83560944,7.815868855,19.98002243,20.52025986,44.9,5.951258183,228.0,18.0,147.0,3500.0,0.5,9.08,0.01,84.73357391,1.81,3.65,,,251.576117,7429.0,,,,99.89109802,1.011196852,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.23,0.0,0,0,0,0.0,0.03,0,0.07,0,0.0,,A15N12,1.08,0.315,7.11,0.72,129.9030914,30.04857826,17.18300056,31569.63086,33279.44531,10/13/2022 15:00
117,10/13/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,32.0,44.0,14.0,70.0,30.27700233,7.772513866,20.21157646,20.72459602,44.0,5.572505951,270.0,17.0,150.0,4500.0,0.9,7.6,0.023,82.75105286,1.97,2.55,,,251.576117,10293.0,,,,120.2687302,1.010595083,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.08,0.315,7.11,0.72,126.1263885,28.49197197,17.19199944,31883.99414,35097.60547,10/13/2022 21:00
119,10/14/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,33.0,45.0,14.0,80.0,28.66911888,7.763399124,20.41423988,20.91919327,77.2,5.725686073,316.0,31.1,159.0,4000.0,1.2,11.5,0.04,82.87623596,3.4,2.65,,,,20115.0,,,,89.37445068,1.011261821,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.14,0.323,7.41,0.76,126.8136444,29.03702545,17.21899986,32183.37305,34438.78906,10/14/2022 21:00
120,10/15/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,34.0,46.0,8.0,60.0,26.59728432,7.867397785,20.58478355,21.09135628,61.9,5.996120453,238.0,18.0,159.0,4000.0,0.1,9.8,0.019,83.8681488,2.34,3.0,,,,7023.0,,,,102.3825684,1.012023807,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.23,0.0,0,0,0,0.0,0.03,0,0.07,0,0.0,,A15N12,1.14,0.323,7.41,0.76,128.9214935,29.90593719,17.21899986,32448.24023,33438.17578,10/15/2022 15:00
121,10/15/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,34.0,46.0,14.0,,,,,,,,292.0,16.0,159.0,4500.0,1.8,10.95,0.027,,1.73,2.7,,,,15393.0,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.14,0.323,7.41,0.76,,,,,,10/15/2022 21:00
123,10/17/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,36.0,48.0,8.0,80.0,27.80113602,7.751040459,21.3531189,21.79351616,73.8,5.875275612,300.0,37.1,165.0,4500.0,0.0,11.45,0.009,84.24578857,2.39,2.35,,,,15211.0,,,,99.12338257,1.012233138,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.2,0.34,7.8,0.8,129.1652222,28.31071091,17.21899986,33528.48828,35322.32031,10/17/2022 15:00
124,10/17/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,36.0,48.0,14.0,80.0,30.00134277,7.810033798,21.49652672,21.91396332,77.5,5.692189217,341.0,20.1,166.0,4500.0,0.8,11.35,0.012,84.74137878,2.17,4.35,,,,28555.0,,,,90.66667938,1.011641502,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.2,0.34,7.8,0.8,129.249939,27.0750885,17.20999908,33713.78906,36934.32031,10/17/2022 21:00
125,10/18/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,37.0,49.0,8.0,70.0,28.19185257,7.758543968,20.71422577,21.20002556,107.8,5.854664326,327.0,17.0,164.0,4500.0,0.0,12.7,0.006,84.20576477,2.32,4.2,,,,9288.0,,,,116.2919083,1.011634946,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.2,0.34,7.8,0.8,128.9900818,28.89855576,17.20100021,32615.42578,34603.80469,10/18/2022 15:00
126,10/18/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,37.0,49.0,14.0,70.0,30.58236122,7.823522568,20.90019035,21.36161995,95.9,5.664437294,332.0,18.0,170.0,4500.0,1.6,12.75,0.002,84.85903931,2.35,4.6,,,,19355.0,,,,119.4509583,1.011007071,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.2,0.34,7.8,0.8,129.2380676,27.49662971,17.20100021,32864.03125,36368.09375,10/18/2022 21:00
127,10/19/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,38.0,50.0,14.0,80.0,27.40420341,7.675563812,19.81221008,20.36666298,98.5,5.435368538,293.0,19.5,158.0,4000.0,3.0,11.85,0.031,76.75030518,1.95,4.6,,,,10222.0,,,,130.5088043,1.011203289,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.32,0.374,8.58,0.88,117.7764511,30.5137043,17.18300056,31333.32617,32772.16016,10/19/2022 21:00
128,10/20/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,39.0,51.0,8.0,80.0,26.83928108,7.710755825,18.86748505,19.48709488,71.3,6.072808266,292.0,17.0,157.0,4000.0,0.9,14.3,0.006,84.47615051,1.97,5.35,,,133.0727165,11263.0,,,,135.2461853,1.010667205,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.32,0.374,8.58,0.88,129.7898865,32.22339249,17.22800064,29980.14648,31033.35742,10/20/2022 15:00
129,10/20/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,39.0,51.0,14.0,80.0,27.51618576,7.720889091,19.05806541,19.66137505,83.2,5.527589321,297.0,19.0,161.0,4000.0,1.8,14.65,0.018,77.87277222,2.05,4.7,,,135.3019933,6636.0,,,,124.2646255,1.010605931,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.32,0.374,8.58,0.88,119.469574,31.54377556,17.21899986,30248.26953,31701.97461,10/20/2022 21:00
130,10/21/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,40.0,52.0,8.0,80.0,27.23064041,7.782240868,19.21203804,19.80727959,64.5,6.096984863,273.0,25.5,162.0,4000.0,0.0,13.0,0.018,85.54960632,6.25,1.75,,,,15226.0,,,,130.7210083,1.010807395,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.5,0.425,9.75,1.0,131.3289185,31.47520828,17.20100021,30472.73828,31771.03711,10/21/2022 15:00
131,10/21/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,40.0,52.0,14.0,80.0,29.28360176,7.771214962,19.60865974,20.16711807,77.2,5.575468063,321.0,32.0,152.0,4000.0,2.9,12.45,0.014,81.17301178,2.37,2.2,,,,25844.0,,,,116.2275391,1.010466814,0,0,0.0,0.0,0.0,9.5,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,11.5,,A15N12,1.32,0.374,8.58,0.88,124.0262299,29.79310989,17.20100021,31026.33398,33564.80859,10/21/2022 21:00
132,10/22/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,41.0,53.0,8.0,110.0,28.04792595,7.646057606,19.71386528,20.27105904,47.5,5.690050602,285.0,17.0,165.0,4500.0,0.45,10.0,0.011,81.18592834,4.74,1.75,,,,10293.0,,,,120.6239777,1.010932684,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.62,0.459,10.53,1.08,124.4048309,30.30140877,17.22800064,31186.24609,33001.76563,10/22/2022 15:00
133,10/22/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,41.0,53.0,14.0,100.0,29.73645782,7.727536678,19.7606163,20.30702972,55.4,5.500825882,325.0,17.0,163.0,4500.0,0.85,11.5,0.014,80.75949097,3.75,1.78,,,,13252.0,,,,126.2935638,1.010434866,0,0,0.0,0.0,0.0,9.5,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,11.5,,A15N12,1.44,0.408,9.36,0.96,123.2579269,29.3531456,17.20100021,31241.58594,34067.89844,10/22/2022 21:00
134,10/23/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,42.0,54.0,8.0,80.0,28.5639267,7.687317848,19.93062592,20.47024918,45.5,5.721800327,227.0,23.5,159.0,4500.0,1.75,8.47,0.047,82.45224762,3.88,1.47,,,,15632.0,,,,117.8392487,1.010933995,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0,0,12,0.0,0.0,0,0.0,0,0.0,,A15N12,1.74,0.493,11.31,1.16,126.1958237,29.72967148,17.20100021,31492.69141,33636.42969,10/23/2022 15:00
135,10/23/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,42.0,54.0,14.0,80.0,29.65180588,7.685764313,19.05884743,19.65238762,37.9,5.208655357,345.0,30.2,162.0,4000.0,1.12,9.58,0.044,76.06800079,4.12,1.58,,,,25614.0,,,,112.5272827,1.009939671,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.56,0.442,10.14,1.04,116.1218643,30.37597084,17.20999908,30234.44141,32920.75781,10/23/2022 21:00
136,10/24/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,43.0,55.0,8.0,80.0,28.47404099,7.747450352,19.94583511,20.48486137,56.0,5.743190765,289.0,18.0,162.0,4500.0,1.12,7.5,0.16,82.64243317,3.5,1.35,,,,10293.0,,,,120.204361,1.010973454,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.705,0.5115,12.09,1.24,126.5132904,29.75629425,17.19199944,31515.17383,33606.33594,10/24/2022 15:00
137,10/24/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,43.0,55.0,14.0,80.0,30.40152931,7.795469761,20.16324234,20.67935371,47.8,5.618284702,305.0,17.0,160.0,4500.0,1.09,7.9,0.11,83.57988739,3.9,1.57,,,,26993.0,,,,122.2857513,1.010518312,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.54,0.462,10.92,1.12,127.3491669,28.49274254,17.19199944,31814.39063,35096.65625,10/24/2022 21:00
138,10/25/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,44.0,56.0,8.0,80.0,28.78741646,7.646105766,19.69497108,20.24968147,58.3,5.460983753,302.0,19.7,160.0,4500.0,1.25,6.8,0.17,78.8864975,3.6,1.85,,,,12533.0,,,,118.4233704,1.010688186,0,0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.87,0.561,13.26,1.36,120.6752396,29.9338665,17.20100021,31153.35352,33406.97656,10/25/2022 15:00
139,10/25/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,44.0,56.0,14.0,90.0,29.29426765,7.576348305,20.53062439,21.02418518,58.3,4.47302866,331.0,18.8,162.0,4500.0,0.98,6.6,0.12,65.46672058,3.3,1.74,,,,20741.0,,,,111.8001022,1.01115036,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.65,0.495,11.7,1.2,100.0256195,28.57318878,17.19199944,32344.89844,34997.84375,10/25/2022 21:00
140,10/26/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,45.0,57.0,8.0,90.0,28.63726616,7.572161674,20.522892,21.02015686,57.6,4.676940441,289.0,17.0,160.0,5000.0,1.02,6.7,0.15,67.7008667,2.98,2.1,,,105.5179786,10263.0,,,,123.8998413,1.011352897,0,0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0.0,0.0,0,0,24,0.0,0.0,0,0.0,0,4.5,,A15N12,1.7,0.544,13.26,1.36,103.6006622,28.91399193,17.20999908,32338.70313,34585.33203,10/26/2022 15:00
141,10/26/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,45.0,57.0,14.0,80.0,30.27137566,7.554356575,20.64248848,21.12414742,47.3,4.342799187,312.0,16.0,162.0,5000.0,0.88,6.9,0.11,64.63666534,2.77,1.89,,,98.73403141,26993.0,,,,125.8644104,1.010917544,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.5,0.48,11.7,1.2,98.51846313,27.95579338,17.18300056,32498.68945,35770.76172,10/26/2022 21:00
142,10/27/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,46.0,58.0,8.0,80.0,28.30035973,7.672122478,20.87478828,21.3480854,58.13,5.098622799,295.0,23.2,170.0,5000.0,0.44,8.2,0.056,73.53170776,4.7,2.66,,,,10744.0,,,,112.1553497,1.011720896,0,0,0.0,0.0,0.0,5.0,0.0,1,0,0,1,0.0,0.0,0,0,12,0.0,0.0,0,0.0,0,4.5,,A15N12,1.7,0.544,13.26,1.36,112.6111603,28.6421814,17.20100021,32843.20703,34913.54297,10/27/2022 15:00
143,10/27/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,46.0,58.0,14.0,80.0,28.84209824,7.626259327,20.87867737,21.34869385,55.6,4.561435223,312.0,18.5,169.0,5000.0,0.57,7.9,0.041,66.38667297,4.4,3.2,,,,10417.0,,,,107.0150452,1.011553645,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.5,0.48,11.7,1.2,101.5407639,28.3652668,17.20100021,32844.14453,35254.38281,10/27/2022 21:00
144,10/28/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,47.0,59.0,8.0,110.0,28.03662682,7.676782608,20.68169975,21.17082405,58.2,5.269861698,304.0,18.0,172.0,5000.0,0.75,7.4,0.041,75.58261871,4.3,3.1,,,,8935.0,,,,113.85289,1.011658788,0,0,0.0,0.0,0.0,2.5,0.0,0,0,0,0,0.0,0.0,0,0,12,0.0,0.0,0,0.0,0,3.0,,A15N12,1.7,0.544,13.26,1.36,115.8216095,29.01951027,17.19199944,32570.49805,34459.57422,10/28/2022 15:00
145,10/28/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,47.0,59.0,14.0,100.0,28.98619461,7.608551025,20.91551399,21.38205147,62.3,4.826916218,322.0,18.0,170.0,5000.0,0.68,6.9,0.05,70.43408966,3.8,3.5,,,,10293.0,,,,87.34550476,1.011535406,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.5,0.48,11.7,1.2,107.6946869,28.24858475,17.19199944,32895.46484,35400.00391,10/28/2022 21:00
146,10/29/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,48.0,60.0,8.0,90.0,28.216259,7.631095886,21.00593376,21.46994591,55.6,5.351865768,298.0,32.1,171.0,5000.0,0.48,6.1,0.042,77.13093567,4.2,3.6,,,,10244.0,,,,109.988121,1.011845112,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.7,0.544,13.26,1.36,118.1459961,28.5227108,17.21899986,33030.6875,35059.78125,10/29/2022 15:00
147,10/29/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,48.0,60.0,14.0,80.0,28.72083092,7.659701824,21.00798035,21.46894646,58.3,4.950954437,319.0,30.2,173.0,4500.0,0.62,6.5,0.05,71.96112823,3.1,3.8,,,,12511.0,,,,119.5248642,1.011688471,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.5,0.48,11.7,1.2,110.0984879,28.26738739,17.22800064,33029.14844,35376.45703,10/29/2022 21:00
148,10/30/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,49.0,61.0,8.0,100.0,27.85119438,7.677733421,21.07766724,21.53863335,61.2,5.0998559,301.0,16.0,172.0,4500.0,0.42,5.8,0.05,73.0765152,3.4,4.2,,,,9526.0,,,,112.1601105,1.012012005,0,0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0.0,0.0,0,0,12,0.0,0.0,0,0.0,0,4.5,,A15N12,0.0,0.0,0.0,0.0,112.0280228,28.61976242,17.18300056,33136.35938,34940.89063,10/30/2022 15:00
149,10/30/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,49.0,61.0,14.0,60.0,29.24982262,7.741345406,21.09267807,21.54457283,62.3,5.192391872,320.0,17.0,175.0,5000.0,0.58,6.2,0.048,76.175354,3.3,4.0,,,,12826.0,,,,116.4206543,1.011583447,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.25,0.4,9.75,1.0,116.3996658,27.90492439,17.19199944,33145.49609,35835.96875,10/30/2022 21:00
150,10/31/2022 7:00,Rainy,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,50.0,62.0,8.0,80.0,28.28584862,7.693176746,21.36767197,21.80376434,70.5,5.713324547,380.0,20.4,180.0,5000.0,0.9,7.8,0.149,82.60289764,4.2,5.2,,,,12088.0,,,,116.1822357,1.012093425,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.55,0.496,12.09,1.24,126.5075684,28.05089569,17.20100021,33544.25391,35649.48438,10/31/2022 15:00
152,11/1/2022 7:00,Dry,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,51.0,63.0,8.0,90.0,29.28316116,7.693403721,20.8450222,21.33553505,55.4,5.503276825,370.0,17.0,179.0,4500.0,1.2,7.5,0.122,76.67120361,5.4,4.5,,,,11059.0,,,,118.9788818,1.012312055,0,0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0.0,0.0,0,0,12,0.0,0.0,0,0.0,0,4.5,,A15N12,1.55,0.496,12.09,1.24,117.9353104,29.73680687,17.18300056,32823.89844,33628.35938,11/1/2022 15:00
153,11/1/2022 7:00,Dry,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,51.0,63.0,14.0,80.0,29.79164979,7.651447997,20.16464998,36.56369115,62.1,6.197579942,355.0,16.9,177.0,4500.0,1.08,8.4,0.11,80.55631789,6.2,5.8,,,,20144.0,,,,26.19767998,1.021979979,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.35,0.432,10.53,1.08,89.56895984,32.19497998,17.21147999,38941.46488,,11/1/2022 21:00
158,11/4/2022 7:00,Dry,Vụ 3-2022,A15,A15N12,Circle,nuôi 1,"one period, exchange water",834,MPNT,54.0,66.0,8.0,90.0,26.37074661,7.737209797,21.80607224,22.22322655,55.4,6.133782864,304.0,18.8,180.0,5000.0,1.5,7.6,0.14,86.0493927,6.2,5.4,,,,10211.0,571.0,411.0,1268.0,117.5769806,1.013005853,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,,A15N12,1.55,0.496,12.09,1.24,132.3368988,28.50245094,17.20100021,34189.57813,35084.70313,11/4/2022 15:00
